Student_ID,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Extracurricular_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Living_Arrangement,Monthly_Budget_ETB,Attendance_Rate_Percent,Stress_Level,GPA
317,3.9,4.2,6.2,3.0,1.6,With Family,6315.0,54.3,High,2.84
318,3.2,5.6,2.7,0.9,0.8,With Family,7890.0,29.9,High,2.84
319,12.2,8.6,4.6,1.4,0.9,Dormitory,4402.0,2.2,High,2.84
320,1.5,4.8,6.8,0.3,3.2,With Family,6727.0,80.5,High,2.84
321,3.0,3.3,2.6,3.8,0.8,Dormitory,2332.0,85.0,Low,2.84
322,6.6,7.4,6.9,2.6,1.4,Dormitory,4023.0,56.2,Moderate,2.84
323,5.4,8.0,2.5,0.4,2.2,With Family,2833.0,42.8,High,2.84
324,1.3,7.1,6.6,2.8,2.2,Dormitory,7687.0,51.7,Moderate,2.85
325,10.0,5.6,7.4,1.9,2.8,Dormitory,5019.0,14.3,Moderate,2.85
326,1.6,3.5,1.9,4.9,0.4,Dormitory,3915.0,83.7,Moderate,2.85
327,5.1,9.7,6.4,4.4,2.8,With Family,3022.0,17.2,High,2.85
328,6.4,3.4,4.2,2.3,0.7,With Family,2574.0,85.5,High,2.85
329,8.0,4.4,2.7,2.0,0.2,With Family,3167.0,9.6,Low,2.85
330,9.8,4.4,5.5,2.7,1.3,Dormitory,4031.0,56.9,High,2.86
331,2.1,5.1,4.9,2.6,1.9,With Family,5705.0,42.9,Moderate,2.86
332,2.5,9.9,1.5,0.2,0.3,With Family,1837.0,89.2,High,2.86
333,11.7,4.0,7.9,0.2,0.8,With Family,4320.0,56.6,High,2.86
334,6.8,6.5,5.9,0.9,2.4,Dormitory,4309.0,56.3,Moderate,2.86
335,5.8,3.5,4.9,2.9,1.3,Dormitory,5429.0,35.6,Low,2.86
336,4.7,3.4,3.5,3.2,0.8,With Family,8086.0,19.2,High,2.86
337,4.9,7.8,0.9,2.8,0.8,With Family,2478.0,33.0,High,2.86
338,6.3,5.9,6.6,1.0,0.9,With Family,6410.0,12.6,Low,2.86
339,1.2,6.6,4.2,3.5,0.6,Dormitory,7841.0,48.5,Moderate,2.86
340,5.7,3.4,7.5,4.7,1.4,With Family,7518.0,0.8,Moderate,2.86
341,5.6,6.6,4.4,4.4,0.7,Dormitory,2424.0,38.3,Low,2.86
342,2.4,3.1,0.5,1.5,2.7,With Family,2754.0,62.9,Moderate,2.86
343,8.5,6.4,7.2,0.6,0.6,With Family,8634.0,5.3,High,2.86
344,6.0,4.0,6.4,1.1,3.3,With Family,9245.0,3.3,High,2.86
345,3.5,6.1,7.0,1.1,1.4,Dormitory,9205.0,71.3,High,2.87
346,11.0,7.4,6.4,0.7,4.0,Dormitory,4112.0,3.5,Moderate,2.87
347,5.4,4.9,6.7,0.4,3.7,Dormitory,4995.0,93.0,High,2.87
348,4.7,4.8,2.8,1.4,1.5,Dormitory,5697.0,53.2,Moderate,2.87
349,4.6,6.7,6.1,3.7,1.1,With Family,5371.0,42.9,High,2.87
350,4.9,9.7,4.2,0.2,0.2,With Family,6997.0,21.1,High,2.87
351,5.5,4.5,0.7,1.9,2.4,With Family,1638.0,21.6,Low,2.87
352,9.1,6.2,5.4,1.3,1.6,With Family,5999.0,6.5,High,2.87
353,8.7,8.7,5.6,1.4,1.1,Dormitory,2202.0,39.1,Low,2.87
354,9.2,3.1,6.7,1.9,2.2,Dormitory,7540.0,37.8,High,2.87
355,9.6,8.0,2.1,0.5,3.4,Dormitory,2218.0,11.2,Moderate,2.87
356,1.7,5.3,4.0,4.1,2.4,With Family,7521.0,4.2,Moderate,2.87
357,9.6,3.2,3.4,0.2,1.1,With Family,1683.0,60.5,Moderate,2.88
358,7.3,3.6,3.8,2.5,3.5,Dormitory,6650.0,9.6,Moderate,2.88
359,8.7,8.6,1.7,2.9,0.5,Dormitory,3466.0,0.8,Moderate,2.88
360,3.4,9.3,3.4,2.0,2.4,With Family,2245.0,37.6,Moderate,2.88
361,3.2,5.5,3.7,1.9,1.2,With Family,4818.0,49.3,Moderate,2.88
362,7.7,3.5,7.7,2.1,3.5,Dormitory,5825.0,26.7,Low,2.88
363,9.5,3.5,5.0,3.4,1.1,Dormitory,7398.0,19.6,High,2.88
364,3.9,8.8,6.2,2.5,2.6,Dormitory,5532.0,23.7,Low,2.88
365,1.6,7.1,3.0,1.4,3.3,With Family,2786.0,40.6,Low,2.88
366,12.6,4.9,6.4,0.5,2.6,Dormitory,7241.0,2.0,High,2.88
367,1.1,9.3,1.0,1.9,3.1,Dormitory,2440.0,47.7,Low,2.89
368,5.1,7.7,2.6,0.9,3.5,Dormitory,7574.0,8.0,High,2.89
369,1.0,3.3,5.5,2.8,2.8,With Family,5811.0,69.3,Moderate,2.89
370,4.1,5.9,6.8,1.2,2.1,With Family,8558.0,36.0,High,2.89
371,10.3,4.7,5.2,0.7,0.5,Dormitory,5036.0,65.9,High,2.89
372,7.7,3.4,4.4,3.1,3.1,With Family,2061.0,54.3,High,2.89
373,9.7,7.9,3.9,3.4,2.1,Dormitory,1869.0,16.4,Moderate,2.89
374,4.4,8.2,1.6,0.5,2.3,Dormitory,2502.0,85.7,High,2.89
375,4.4,4.0,7.2,0.7,2.8,Dormitory,4987.0,81.7,Low,2.89
376,6.4,8.9,1.7,1.0,1.3,With Family,1821.0,10.0,Low,2.89
377,5.3,4.8,0.7,1.6,1.9,Dormitory,6310.0,5.7,Low,2.89
378,4.4,7.6,2.2,3.3,2.0,Dormitory,2163.0,78.0,High,2.9
379,1.2,6.5,3.6,4.5,2.0,With Family,6090.0,14.8,Moderate,2.9
380,2.7,4.2,2.9,3.8,2.8,With Family,5593.0,40.8,High,2.9
381,4.0,5.7,1.4,2.2,0.3,With Family,3898.0,24.7,Low,2.9
382,2.0,5.2,6.4,0.1,4.0,With Family,7135.0,29.0,Low,2.9
383,1.4,5.4,4.0,0.1,1.2,With Family,8789.0,59.2,High,2.9
384,7.3,3.2,2.0,1.2,2.3,Dormitory,4634.0,41.5,Moderate,2.9
385,11.6,7.1,6.9,1.0,3.4,Dormitory,2780.0,23.1,Moderate,2.9
386,11.1,6.1,1.6,0.9,2.3,Dormitory,1681.0,22.1,Moderate,2.9
387,2.7,9.0,1.7,1.0,1.7,Dormitory,9126.0,2.4,Moderate,2.9
388,1.5,6.6,3.2,0.3,2.7,With Family,5571.0,49.9,Moderate,2.9
389,9.0,4.9,4.3,1.3,0.4,Dormitory,3196.0,55.5,Low,2.91
390,2.3,5.1,6.6,2.6,2.1,Dormitory,4834.0,79.7,Low,2.91
391,7.7,10.0,7.5,1.4,2.7,Dormitory,1593.0,88.2,High,2.91
392,8.2,4.4,7.2,1.9,2.0,With Family,3482.0,65.8,High,2.91
393,12.1,3.0,5.8,4.6,1.8,Dormitory,3351.0,34.3,High,2.91
394,2.2,9.7,0.1,0.1,0.4,With Family,7477.0,1.5,Moderate,2.91
395,6.6,5.9,5.2,0.8,2.9,Dormitory,2518.0,98.5,High,2.91
396,6.5,8.1,6.5,3.5,2.4,With Family,4038.0,7.7,Moderate,2.91
397,5.0,3.4,6.8,3.5,1.9,Dormitory,6614.0,82.0,High,2.91
398,3.5,6.7,1.4,2.5,1.3,Dormitory,8047.0,7.2,Moderate,2.91
399,11.3,3.1,7.5,1.1,1.8,Dormitory,9090.0,1.2,Moderate,2.91
400,10.1,3.3,4.1,3.6,3.8,Dormitory,2042.0,7.4,Low,2.91
401,11.1,3.4,5.0,4.5,0.1,Dormitory,3027.0,18.4,Low,2.92
402,9.3,3.0,1.4,1.3,0.7,Dormitory,3480.0,76.4,High,2.92
403,1.9,4.6,6.4,3.2,3.1,With Family,9892.0,17.3,High,2.92
404,11.7,3.9,3.5,0.6,1.6,With Family,3189.0,30.8,High,2.92
405,5.6,6.4,5.2,3.2,0.1,Dormitory,8573.0,13.8,Moderate,2.92
406,2.8,7.2,7.3,0.5,3.0,Dormitory,9923.0,36.7,Moderate,2.92
407,4.4,5.6,3.2,5.0,0.9,With Family,2426.0,22.3,Low,2.92
408,2.3,6.4,7.2,4.9,3.6,With Family,3115.0,30.2,Low,2.92
409,8.0,3.5,3.9,3.1,1.4,With Family,5086.0,9.2,Moderate,2.92
410,5.9,8.7,7.0,1.1,1.5,With Family,5216.0,29.6,Moderate,2.92
411,2.3,8.6,7.0,0.7,1.1,With Family,8199.0,56.5,High,2.93
412,13.6,4.8,6.6,2.4,2.7,Dormitory,2647.0,40.5,High,2.93
413,5.0,4.5,5.7,3.9,3.0,Dormitory,4351.0,79.3,High,2.93
414,4.5,6.2,1.6,0.7,3.3,Dormitory,7337.0,11.7,Moderate,2.93
415,9.3,8.5,6.6,0.9,1.4,Dormitory,9040.0,4.0,High,2.93
416,7.1,3.2,7.9,2.2,2.5,Dormitory,9638.0,5.4,Low,2.94
417,1.3,5.5,5.5,3.8,1.8,With Family,8082.0,48.2,High,2.94
418,3.1,4.8,7.0,1.7,0.6,With Family,6359.0,57.7,Low,2.94
419,5.7,5.7,6.9,0.3,1.1,Dormitory,9172.0,28.1,Low,2.94
420,7.7,3.1,6.0,2.5,4.0,Dormitory,5127.0,39.6,Moderate,2.94
421,8.2,3.4,3.2,0.5,0.2,With Family,3203.0,84.5,High,2.94
422,8.2,7.3,7.8,0.9,0.3,Dormitory,6844.0,68.9,High,2.94
423,3.3,4.4,3.1,3.8,0.7,With Family,2979.0,67.7,Moderate,2.94
424,3.3,6.8,1.3,1.2,0.1,Dormitory,4889.0,58.0,Low,2.94
425,4.8,4.2,1.4,3.1,4.0,Dormitory,7340.0,11.3,High,2.94
426,8.7,5.2,2.3,2.5,0.4,Dormitory,4173.0,35.0,Moderate,2.95
427,1.8,9.2,0.8,1.7,3.8,With Family,5172.0,13.0,High,2.95
428,9.5,8.2,2.1,1.5,0.7,With Family,3023.0,17.8,High,2.95
429,2.4,4.5,1.2,4.2,1.4,With Family,2061.0,65.1,Moderate,2.95
430,9.7,8.5,5.5,0.4,1.4,Dormitory,7058.0,1.7,Moderate,2.95
431,5.9,4.6,4.2,2.5,3.2,Dormitory,2422.0,80.2,Moderate,2.95
432,6.5,6.9,4.3,2.6,0.3,With Family,4513.0,41.8,High,2.95
433,2.4,9.8,5.5,3.6,1.2,With Family,2775.0,74.4,High,2.95
434,6.4,8.0,1.5,0.5,1.8,Dormitory,3768.0,65.7,High,2.95
435,3.7,5.3,1.5,3.9,0.8,With Family,3374.0,46.9,Moderate,2.95
436,8.7,7.2,6.5,0.2,0.1,With Family,6604.0,40.1,High,2.95
437,9.8,4.5,7.1,2.7,1.8,Dormitory,2682.0,51.1,Low,2.96
438,3.6,4.4,5.8,3.9,1.9,With Family,4490.0,76.9,High,2.96
439,2.3,6.9,2.9,4.8,0.2,Dormitory,4661.0,67.4,Moderate,2.96
440,4.6,3.2,1.5,4.7,1.1,With Family,2866.0,66.0,High,2.96
441,1.7,8.6,3.9,3.3,0.6,Dormitory,9051.0,22.4,Moderate,2.96
442,3.5,9.9,1.8,0.9,3.6,Dormitory,4979.0,5.9,Low,2.96
443,1.5,3.6,4.8,2.2,1.1,With Family,3216.0,93.8,Low,2.96
444,8.9,3.4,5.1,2.1,0.4,Dormitory,7028.0,17.6,Low,2.96
445,10.8,4.1,5.0,2.2,1.3,Dormitory,2191.0,47.5,Low,2.96
446,10.0,7.2,5.2,2.7,3.5,Dormitory,4047.0,19.0,High,2.97
447,4.5,9.1,7.5,4.9,0.9,With Family,5528.0,33.6,High,2.97
448,4.9,4.9,4.8,2.0,1.2,With Family,2407.0,86.1,Moderate,2.97
449,5.7,7.3,7.1,3.0,2.2,Dormitory,6784.0,13.2,Low,2.97
450,4.8,5.1,3.2,2.6,3.8,Dormitory,8714.0,14.4,High,2.97
451,3.1,8.3,0.2,2.0,3.0,Dormitory,4701.0,35.3,Moderate,2.97
452,4.9,7.6,2.1,0.8,1.6,Dormitory,6438.0,15.1,Low,2.97
453,2.1,3.7,7.6,5.0,3.0,With Family,3402.0,88.2,Moderate,2.98
454,4.3,10.0,4.0,4.9,3.8,Dormitory,5117.0,10.2,High,2.98
455,5.7,4.7,3.2,1.8,2.8,With Family,3051.0,31.4,Low,2.98
456,5.2,8.5,3.8,2.1,1.8,With Family,5228.0,23.6,High,2.98
457,5.8,4.3,6.3,4.5,1.5,With Family,4040.0,62.9,High,2.98
458,10.5,7.8,4.1,0.2,0.6,Dormitory,3089.0,27.6,Low,2.98
459,2.5,5.3,5.2,4.9,0.8,Dormitory,9215.0,35.0,Moderate,2.98
460,1.5,4.1,1.8,4.4,4.0,Dormitory,1650.0,94.7,Moderate,2.98
461,7.0,7.5,1.8,3.4,0.3,Dormitory,3886.0,53.2,High,2.98
462,7.9,6.4,1.3,4.2,2.4,Dormitory,2215.0,3.3,Low,2.98
463,6.4,7.4,4.9,1.2,1.4,Dormitory,3476.0,75.5,Moderate,2.98
464,3.4,5.4,1.6,3.4,1.8,With Family,4865.0,5.5,Low,2.98
465,9.7,5.3,7.6,1.8,2.1,Dormitory,4377.0,41.5,Low,2.98
466,5.2,3.3,2.9,1.0,2.7,With Family,3245.0,70.9,Moderate,2.98
467,8.4,8.3,1.0,1.5,3.3,With Family,1868.0,9.1,High,2.99
468,11.6,7.2,1.4,0.4,0.0,Dormitory,5923.0,7.5,High,2.99
469,6.9,7.4,2.7,1.0,0.8,With Family,3537.0,17.9,Low,2.99
470,2.3,8.8,6.6,0.3,0.3,With Family,9983.0,48.4,High,2.99
471,2.5,8.8,6.6,1.0,2.2,With Family,8219.0,50.2,High,2.99
472,9.0,9.1,7.0,0.6,2.3,Dormitory,7190.0,29.2,High,2.99
473,10.0,6.4,5.9,0.6,2.4,With Family,5073.0,6.1,Moderate,2.99
474,5.4,5.2,7.9,4.1,2.2,With Family,6454.0,23.6,Moderate,2.99
475,1.3,5.1,3.3,1.8,1.0,Dormitory,9087.0,82.4,High,2.99
476,3.1,3.5,0.3,0.3,2.1,With Family,5759.0,48.8,Moderate,3.0
477,3.6,3.9,3.1,3.7,0.3,With Family,4911.0,39.1,Low,3.0
478,11.9,10.0,7.9,1.2,2.0,Dormitory,2293.0,54.4,High,3.0
479,8.4,9.3,0.7,4.2,1.0,Dormitory,2583.0,20.0,High,3.0
480,4.7,6.3,1.5,4.8,1.4,Dormitory,5190.0,42.5,High,3.0
481,7.6,5.2,1.4,2.5,2.0,Dormitory,4250.0,55.1,High,3.0
482,1.4,9.4,5.6,2.2,2.9,Dormitory,8038.0,59.7,High,3.0
483,12.3,4.2,7.6,3.5,0.7,Dormitory,6435.0,15.6,Moderate,3.0
484,8.0,7.4,1.1,0.5,1.7,Dormitory,2998.0,48.9,Moderate,3.0
485,2.1,3.6,6.9,2.8,2.6,With Family,4540.0,76.9,Low,3.01
486,3.1,7.9,3.0,1.2,2.3,With Family,3955.0,73.8,High,3.01
487,9.6,4.6,1.7,2.3,2.3,With Family,4105.0,2.1,High,3.01
488,2.2,8.9,4.6,2.9,1.6,Dormitory,6708.0,33.2,Low,3.01
489,6.2,7.5,0.2,1.5,2.5,Dormitory,4677.0,15.8,Moderate,3.01
490,8.7,4.0,5.8,5.0,1.3,Dormitory,4539.0,57.9,High,3.01
491,7.1,6.2,4.0,1.7,0.3,Dormitory,7900.0,11.2,Low,3.01
492,2.7,6.6,4.5,0.1,2.9,Dormitory,5795.0,88.0,Moderate,3.01
493,3.8,5.9,1.0,0.7,2.3,With Family,5964.0,22.4,Moderate,3.01
494,1.5,7.1,2.5,4.9,2.2,Dormitory,6421.0,49.4,High,3.01
495,1.2,3.6,4.5,2.2,3.3,With Family,8779.0,15.2,Low,3.01
496,5.3,5.4,0.1,2.3,1.7,With Family,2482.0,43.0,Moderate,3.01
497,4.7,8.1,0.0,0.2,3.4,Dormitory,5705.0,20.9,Moderate,3.01
498,2.1,9.8,5.7,1.9,3.1,Dormitory,8253.0,46.3,High,3.01
499,5.4,7.9,3.4,1.4,0.4,Dormitory,9064.0,36.6,High,3.01
500,10.3,5.6,2.4,2.8,3.0,With Family,1623.0,18.0,High,3.02
501,5.4,5.6,3.1,1.1,2.7,Dormitory,5535.0,54.7,Moderate,3.02
502,4.3,4.8,0.8,1.4,3.9,Dormitory,5160.0,42.1,Moderate,3.02
503,5.9,5.1,4.7,2.3,2.3,Dormitory,4219.0,73.3,Moderate,3.02
504,2.2,7.6,6.4,0.9,0.3,With Family,4466.0,88.2,Low,3.02
505,3.2,7.3,4.0,1.9,0.5,With Family,6564.0,26.1,Low,3.02
506,5.9,7.1,4.6,3.1,3.5,Dormitory,1706.0,90.1,High,3.02
507,6.5,7.2,7.6,0.6,3.2,Dormitory,5493.0,84.0,High,3.02
508,9.6,4.4,0.1,0.8,3.7,With Family,2310.0,21.7,High,3.02
509,7.2,5.5,1.1,0.9,2.0,Dormitory,5416.0,47.5,High,3.02
510,13.9,3.9,2.7,2.9,0.7,Dormitory,3050.0,32.9,High,3.02
511,9.2,6.9,5.7,0.7,2.6,With Family,6306.0,6.8,High,3.02
512,3.7,9.3,2.0,1.0,2.7,Dormitory,8240.0,17.5,High,3.02
513,6.1,3.1,6.6,4.4,2.2,Dormitory,5670.0,47.5,Low,3.02
514,2.9,8.4,1.9,4.2,2.8,Dormitory,2764.0,51.6,Moderate,3.03
515,9.7,5.1,7.4,1.0,0.4,Dormitory,9816.0,1.9,Low,3.03
516,5.2,5.5,1.9,1.2,0.9,With Family,9313.0,6.2,High,3.03
517,9.0,8.4,7.0,4.9,1.2,Dormitory,4640.0,38.9,High,3.03
518,12.6,4.3,6.7,1.4,1.3,Dormitory,4407.0,68.6,High,3.03
519,13.3,7.1,7.3,1.4,0.1,With Family,2209.0,12.1,Low,3.03
520,3.5,7.5,5.8,1.4,0.0,Dormitory,8436.0,49.7,Low,3.03
521,3.1,8.7,2.3,3.5,1.4,With Family,5924.0,24.0,High,3.03
522,5.9,4.8,1.4,2.6,1.4,Dormitory,2970.0,93.0,High,3.03
523,3.1,8.3,1.8,0.4,1.6,Dormitory,3400.0,75.1,Low,3.03
524,4.4,5.3,3.2,4.6,0.2,With Family,8560.0,7.3,High,3.03
525,13.6,3.5,4.0,4.1,3.1,Dormitory,2635.0,7.5,Moderate,3.03
526,8.0,7.1,4.2,2.3,1.5,Dormitory,5198.0,31.1,Moderate,3.04
527,5.5,6.2,2.4,1.7,1.0,Dormitory,9220.0,32.8,High,3.04
528,11.1,4.3,3.6,1.3,0.8,Dormitory,3626.0,73.8,High,3.04
529,3.8,6.1,1.6,4.9,2.8,With Family,4899.0,16.9,High,3.04
530,10.0,7.3,3.6,5.0,1.0,Dormitory,2314.0,23.8,Moderate,3.04
531,3.7,6.6,0.6,1.8,2.0,Dormitory,8141.0,35.0,High,3.04
532,9.5,5.2,6.0,3.2,3.4,Dormitory,2924.0,67.1,High,3.04
533,7.8,7.3,6.7,2.9,0.8,With Family,1600.0,83.7,High,3.04
534,4.3,4.6,0.1,1.2,3.0,With Family,2064.0,84.2,High,3.04
535,3.5,6.6,1.8,4.1,2.2,Dormitory,7539.0,31.6,High,3.04
536,7.1,7.3,2.7,0.3,2.7,With Family,2637.0,22.3,Low,3.04
537,8.9,6.2,4.3,4.6,2.1,Dormitory,2379.0,38.4,Moderate,3.04
538,6.4,3.6,7.7,4.2,2.7,With Family,9676.0,4.0,High,3.05
539,2.8,4.6,7.0,2.7,1.5,With Family,5957.0,66.4,Low,3.05
540,2.1,4.1,1.4,0.7,2.0,Dormitory,7587.0,61.1,Low,3.05
541,1.8,3.3,4.7,1.6,2.1,With Family,7822.0,72.8,Moderate,3.05
542,8.5,5.6,3.8,0.9,2.2,Dormitory,2546.0,98.0,High,3.05
543,9.9,8.9,4.2,1.7,2.9,With Family,3073.0,9.3,High,3.05
544,8.1,7.2,3.3,3.1,0.5,With Family,2827.0,46.6,High,3.05
545,12.7,3.6,2.6,0.3,4.0,Dormitory,6545.0,3.1,High,3.05
546,4.1,7.4,2.6,1.6,0.1,Dormitory,6797.0,61.3,Moderate,3.06
547,6.0,4.0,1.4,0.5,2.5,With Family,3978.0,67.0,High,3.06
548,5.1,3.1,1.5,0.2,1.2,With Family,3631.0,72.8,Low,3.06
549,2.1,3.7,4.0,1.2,2.4,With Family,7517.0,62.8,Moderate,3.06
550,3.2,4.8,2.8,1.3,0.1,Dormitory,6151.0,86.3,Low,3.06
551,4.1,8.8,1.9,2.1,2.2,Dormitory,5412.0,53.5,High,3.06
552,6.1,4.1,4.1,0.3,0.9,With Family,4836.0,55.2,Low,3.06
553,9.8,5.6,1.7,2.6,2.9,Dormitory,4403.0,20.9,High,3.06
554,6.4,4.9,2.9,0.8,3.6,Dormitory,9858.0,12.6,High,3.06
555,5.5,9.8,4.0,0.1,1.4,Dormitory,8299.0,5.3,Low,3.06
556,8.4,6.1,6.4,3.8,1.2,With Family,3918.0,9.5,Low,3.06
557,2.9,10.0,0.3,0.9,0.1,Dormitory,5595.0,81.4,High,3.07
558,5.2,9.3,7.1,1.4,1.2,Dormitory,4096.0,75.9,Low,3.07
559,5.8,3.2,5.6,2.7,3.0,Dormitory,4334.0,86.5,Moderate,3.07
560,2.2,9.4,3.0,4.0,0.4,With Family,6253.0,1.4,Low,3.07
561,7.2,5.6,0.6,2.0,2.4,With Family,4458.0,17.6,High,3.07
562,9.0,3.9,0.3,1.2,1.4,Dormitory,3239.0,41.0,Low,3.07
563,2.2,7.5,1.5,4.5,1.1,Dormitory,8776.0,28.7,High,3.07
564,2.7,9.5,4.1,4.7,0.3,Dormitory,6774.0,40.5,Moderate,3.07
565,2.2,6.9,3.4,2.2,0.8,With Family,7826.0,16.7,Low,3.07
566,5.5,4.1,0.7,4.8,2.8,With Family,1859.0,32.8,Moderate,3.07
567,3.2,8.8,7.9,0.8,3.1,Dormitory,6297.0,66.3,Low,3.07
568,5.2,5.4,6.8,4.9,1.2,Dormitory,2886.0,85.1,Low,3.07
569,3.7,5.1,7.5,3.2,0.8,With Family,8566.0,57.0,High,3.07
570,5.4,6.7,6.0,2.0,3.0,Dormitory,3866.0,67.0,Low,3.08
571,5.2,4.0,6.8,4.8,2.8,Dormitory,8799.0,8.6,Low,3.08
572,5.2,5.3,2.5,4.2,3.3,With Family,1869.0,20.5,Low,3.08
573,5.5,5.4,4.6,4.0,3.5,Dormitory,6011.0,11.2,Low,3.08
574,10.0,8.0,3.6,2.4,1.8,Dormitory,1862.0,43.6,Moderate,3.08
575,7.6,4.3,3.8,0.4,0.3,Dormitory,7165.0,45.9,Low,3.08
576,1.8,6.2,6.9,1.4,3.9,With Family,7876.0,50.3,Moderate,3.08
577,3.1,4.5,2.1,0.4,2.7,Dormitory,5200.0,78.3,Low,3.08
578,6.3,5.4,2.8,2.6,1.5,With Family,6490.0,8.9,Moderate,3.08
579,7.8,4.8,1.5,4.6,1.5,Dormitory,2303.0,49.3,Moderate,3.08
580,13.4,8.0,3.2,1.0,0.2,Dormitory,5542.0,12.1,High,3.08
581,8.9,3.5,2.8,3.9,0.9,Dormitory,3217.0,42.5,Low,3.08
582,2.9,8.4,3.9,3.0,1.9,Dormitory,8899.0,21.2,Moderate,3.08
583,9.7,3.1,2.3,1.4,0.8,With Family,4936.0,47.0,High,3.09
584,3.3,6.5,6.6,0.4,3.2,Dormitory,9867.0,34.8,Low,3.09
585,5.5,3.8,1.5,1.8,3.5,Dormitory,3588.0,94.8,High,3.09
586,9.7,8.7,3.0,0.8,1.5,Dormitory,4619.0,26.0,Moderate,3.09
587,10.3,3.2,2.8,0.6,2.8,With Family,6609.0,9.5,High,3.09
588,5.0,8.3,3.5,0.7,1.4,With Family,6983.0,38.8,High,3.09
589,7.6,6.1,3.5,3.3,2.2,Dormitory,4618.0,53.9,High,3.09
590,9.8,8.0,6.3,1.7,3.0,Dormitory,3916.0,56.1,High,3.09
591,8.8,3.7,4.9,3.3,3.8,With Family,6526.0,4.8,High,3.09
592,8.4,5.0,2.0,1.3,3.6,Dormitory,5608.0,37.5,High,3.09
593,6.6,6.8,5.0,3.5,3.2,Dormitory,7351.0,3.9,Moderate,3.09
594,4.4,3.7,7.0,0.1,2.0,Dormitory,8628.0,80.2,Low,3.09
595,12.9,4.6,6.9,4.7,3.1,With Family,2621.0,15.0,High,3.1
596,6.6,5.8,7.8,0.6,0.5,Dormitory,7614.0,71.8,Low,3.1
597,9.5,5.8,4.2,3.4,0.1,With Family,3303.0,45.5,High,3.1
598,8.0,4.6,7.3,1.7,2.8,With Family,4350.0,71.7,High,3.1
599,12.2,7.0,3.5,3.3,2.7,Dormitory,1527.0,14.4,Moderate,3.1
600,10.6,6.9,5.6,4.1,2.1,Dormitory,4438.0,12.0,Moderate,3.1
601,2.2,7.1,5.2,4.8,3.0,With Family,6599.0,20.9,Moderate,3.1
602,1.2,8.3,6.1,4.1,2.0,With Family,8590.0,36.8,High,3.1
603,13.9,4.1,5.7,4.8,1.3,With Family,1720.0,18.1,High,3.1
604,7.2,9.1,4.9,0.4,2.7,Dormitory,6607.0,9.3,Low,3.1
605,8.4,6.2,1.3,2.0,0.5,With Family,3815.0,17.4,Moderate,3.1
606,2.2,8.5,3.8,3.3,3.4,Dormitory,9891.0,16.8,High,3.1
607,11.0,5.6,6.6,2.8,1.3,With Family,7072.0,3.1,High,3.11
608,7.0,7.1,6.5,3.4,3.7,Dormitory,7686.0,6.2,Moderate,3.11
609,9.8,6.8,5.6,0.7,1.1,With Family,3592.0,45.9,Moderate,3.11
610,9.0,8.9,1.4,2.3,0.3,With Family,2926.0,29.8,High,3.11
611,3.0,9.3,5.6,0.8,1.8,With Family,7966.0,34.9,Moderate,3.11
612,9.3,5.0,7.1,2.2,3.1,With Family,6166.0,7.4,Moderate,3.11
613,11.4,5.5,2.6,2.6,1.3,Dormitory,1860.0,48.8,Moderate,3.11
614,8.2,7.3,4.6,1.5,0.7,Dormitory,7622.0,45.4,High,3.11
615,1.3,7.1,2.1,3.8,0.3,With Family,9980.0,20.7,High,3.11
616,4.5,5.3,0.3,1.6,2.7,Dormitory,8486.0,37.6,High,3.11
617,3.7,6.0,3.9,1.0,0.7,With Family,6918.0,40.5,Low,3.11
618,6.4,8.4,2.2,3.9,1.2,With Family,2355.0,44.2,High,3.11
619,3.5,8.9,2.5,1.2,1.9,With Family,5883.0,28.4,Moderate,3.12
620,10.6,9.2,3.3,1.5,0.0,Dormitory,7708.0,3.1,High,3.12
621,13.2,6.9,6.5,0.7,1.6,With Family,4257.0,4.7,Moderate,3.12
622,1.5,5.1,1.9,3.7,3.6,With Family,6726.0,1.8,Low,3.12
623,13.5,4.1,0.6,2.1,1.0,With Family,1643.0,26.9,High,3.12
624,3.4,3.8,3.8,4.4,1.0,With Family,2428.0,99.2,Moderate,3.12
625,4.0,5.4,4.2,2.9,2.5,With Family,6418.0,11.3,Low,3.12
626,8.4,7.8,0.6,3.3,2.7,With Family,3019.0,1.4,High,3.12
627,5.2,5.1,4.2,2.3,3.2,With Family,5294.0,40.0,Moderate,3.12
628,8.5,3.9,2.9,3.8,0.6,With Family,3522.0,34.9,Moderate,3.13
629,2.2,7.7,1.8,1.2,2.3,With Family,6770.0,50.3,High,3.13
630,7.1,3.2,4.4,2.5,1.8,Dormitory,8223.0,20.3,Low,3.13
631,4.4,8.2,7.0,1.9,3.5,Dormitory,5444.0,55.8,Low,3.13
632,4.4,4.1,6.1,4.0,3.8,With Family,3028.0,92.7,High,3.13
633,6.7,7.8,1.3,4.7,0.2,Dormitory,1801.0,61.0,Moderate,3.13
634,2.6,9.1,3.3,4.4,1.3,Dormitory,8233.0,20.4,Moderate,3.13
635,3.7,7.8,2.3,3.9,2.2,Dormitory,7799.0,28.0,High,3.13
636,4.5,5.9,7.7,2.0,2.7,With Family,7436.0,67.2,High,3.13
