Student_ID,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Extracurricular_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Living_Arrangement,Monthly_Budget_ETB,Attendance_Rate_Percent,Stress_Level,GPA
319,2.6,3.5,4.7,12.8,0.4,With Family,6333.0,93.7,Moderate,3.31
320,6.4,8.0,1.5,6.3,1.8,Dormitory,3768.0,65.7,High,2.95
321,7.9,8.2,2.6,2.1,3.2,With Family,3482.0,8.4,Moderate,3.42
322,6.8,5.6,6.8,1.1,3.7,With Family,2615.0,20.2,Low,2.78
323,3.2,5.3,4.9,8.2,2.4,Dormitory,5417.0,28.3,Moderate,2.66
324,4.0,4.1,7.2,5.6,3.1,With Family,6956.0,53.3,Low,3.25
325,5.2,7.1,0.7,9.4,1.6,Dormitory,1843.0,28.7,Moderate,2.75
326,5.1,9.2,0.5,9.0,0.2,With Family,4461.0,99.5,Low,3.85
327,6.7,9.2,2.6,2.0,3.5,With Family,6077.0,15.5,High,3.48
328,8.8,5.8,0.7,4.8,3.9,With Family,6629.0,35.4,Low,3.84
329,5.7,8.7,0.4,8.8,0.4,With Family,3626.0,98.2,Moderate,3.77
330,11.0,4.3,2.9,4.9,0.9,With Family,2952.0,83.8,Low,3.87
331,7.1,3.3,3.5,10.0,0.1,With Family,8951.0,96.2,Moderate,3.87
332,10.3,6.6,5.1,2.0,0.0,With Family,2235.0,40.0,Moderate,3.35
333,12.2,3.6,5.0,2.1,1.1,With Family,1720.0,18.1,High,3.1
334,11.7,6.7,0.8,2.0,2.8,Dormitory,2787.0,94.1,Low,4.0
335,11.1,4.6,6.0,2.0,0.3,Dormitory,9864.0,44.2,High,3.68
336,1.3,3.2,3.7,15.7,0.1,Dormitory,8624.0,92.6,High,2.76
337,2.1,9.8,5.7,3.3,3.1,Dormitory,8253.0,46.3,High,3.01
338,5.4,9.5,0.6,8.1,0.4,With Family,2052.0,94.6,Moderate,3.57
339,3.7,9.8,0.4,6.4,3.7,Dormitory,6688.0,41.5,Low,3.66
340,11.6,5.0,4.7,2.1,0.6,Dormitory,5739.0,86.1,High,3.75
341,9.1,7.6,2.0,2.1,3.2,Dormitory,2218.0,11.2,Moderate,2.87
342,6.2,8.9,3.9,3.3,1.7,With Family,7336.0,7.8,Low,3.47
343,3.5,8.9,2.5,7.2,1.9,With Family,5883.0,28.4,Moderate,3.12
344,2.2,7.7,1.8,10.0,2.3,With Family,6770.0,50.3,High,3.13
345,11.1,7.1,3.1,1.9,0.8,With Family,2589.0,29.3,Low,3.45
346,9.6,4.4,5.3,2.1,2.6,Dormitory,9923.0,45.8,Moderate,3.67
347,7.1,3.2,7.9,3.3,2.5,Dormitory,9638.0,5.4,Low,2.94
348,4.5,5.4,3.0,9.3,1.8,With Family,8274.0,55.2,High,3.42
349,6.7,4.4,6.6,4.7,1.6,With Family,5585.0,24.2,High,2.64
350,12.7,3.5,2.0,3.5,2.3,With Family,8223.0,68.5,High,3.97
351,4.5,6.2,1.6,8.4,3.3,Dormitory,7337.0,11.7,Moderate,2.93
352,9.9,8.9,1.7,2.2,1.3,Dormitory,3329.0,84.0,Moderate,3.8
353,5.3,3.6,6.8,6.2,2.1,Dormitory,6050.0,91.5,High,2.82
354,9.0,6.3,5.1,1.9,1.7,With Family,8764.0,25.5,Low,4.0
355,10.8,3.8,5.2,2.1,2.1,Dormitory,2647.0,40.5,High,2.93
356,10.4,3.2,5.0,1.6,3.8,Dormitory,5806.0,47.9,High,3.24
357,8.4,9.4,3.2,2.0,1.0,Dormitory,7754.0,81.1,Moderate,3.85
358,13.5,5.8,2.6,1.2,0.9,Dormitory,6899.0,98.0,High,4.0
359,9.1,4.3,5.1,2.0,3.5,Dormitory,9265.0,48.8,High,3.64
360,10.6,6.3,2.5,2.1,2.5,With Family,3170.0,24.5,Low,3.64
361,5.9,8.8,4.7,3.9,0.7,Dormitory,4607.0,92.5,High,3.3
362,5.6,7.3,6.5,2.0,2.6,With Family,4680.0,50.1,Moderate,3.3
363,8.3,6.6,5.0,2.0,2.1,With Family,6682.0,20.4,Low,3.51
364,11.2,5.9,0.9,4.4,1.6,Dormitory,7265.0,6.3,High,3.31
365,5.2,5.4,6.8,5.4,1.2,Dormitory,2886.0,85.1,Low,3.07
366,3.1,8.4,0.9,9.7,1.9,With Family,2044.0,2.6,Moderate,2.65
367,5.5,6.4,6.9,2.0,3.2,Dormitory,8278.0,95.8,Low,3.84
368,6.6,7.8,4.6,2.5,2.5,Dormitory,2708.0,90.4,Moderate,3.17
369,13.0,4.2,1.7,3.6,1.5,With Family,2237.0,51.2,Low,3.77
370,5.8,3.5,4.9,8.5,1.3,Dormitory,5429.0,35.6,Low,2.86
371,7.2,7.5,5.4,2.1,1.8,With Family,4062.0,6.3,Moderate,3.24
372,7.6,4.1,7.8,4.3,0.2,Dormitory,7269.0,62.8,Moderate,3.14
373,9.5,8.1,1.4,3.3,1.7,Dormitory,7660.0,37.3,High,3.34
374,3.9,8.9,1.8,5.4,4.0,Dormitory,7033.0,92.6,High,3.59
375,12.5,3.5,3.1,2.8,2.1,Dormitory,2761.0,11.4,High,2.68
376,2.4,3.2,7.0,9.9,1.5,Dormitory,2162.0,51.8,Low,2.09
377,7.2,7.9,6.6,2.0,0.3,Dormitory,3875.0,35.5,Moderate,2.78
378,5.2,9.3,7.1,1.2,1.2,Dormitory,4096.0,75.9,Low,3.07
379,9.6,5.6,6.7,2.0,0.1,With Family,7401.0,29.8,Moderate,3.45
380,6.7,5.6,5.2,5.8,0.7,With Family,7304.0,65.6,High,3.28
381,5.5,9.4,2.8,4.3,2.0,With Family,7503.0,87.1,Moderate,3.89
382,2.6,5.0,0.7,11.9,3.8,With Family,2510.0,61.6,Moderate,3.22
383,1.5,8.5,1.3,10.4,2.3,With Family,9135.0,98.7,High,3.76
384,8.4,9.3,0.7,4.6,1.0,Dormitory,2583.0,20.0,High,3.0
385,8.8,3.4,6.7,2.5,2.6,Dormitory,7773.0,67.2,Low,3.43
386,1.3,5.5,5.5,9.9,1.8,With Family,8082.0,48.2,High,2.94
387,1.2,3.5,1.6,14.1,3.6,Dormitory,6710.0,58.0,High,2.68
388,8.2,3.9,3.3,7.9,0.7,Dormitory,5307.0,71.3,Moderate,3.21
389,13.7,3.4,3.8,2.4,0.7,With Family,4858.0,6.3,Low,3.42
390,6.2,8.2,0.7,4.9,4.0,With Family,8495.0,95.6,Moderate,4.0
391,9.8,5.3,4.6,1.1,3.2,With Family,6252.0,27.1,Low,3.54
392,9.1,4.7,5.5,2.0,2.7,Dormitory,5521.0,71.6,Low,3.88
393,9.3,7.1,4.2,2.0,1.4,With Family,4137.0,36.3,Low,3.83
394,5.4,5.5,1.8,9.9,1.4,With Family,4964.0,73.4,Low,3.56
395,8.1,7.4,0.7,4.3,3.5,With Family,3421.0,57.3,Moderate,3.52
396,3.2,9.7,4.7,6.1,0.3,With Family,8175.0,98.1,Low,3.98
397,9.3,6.0,4.9,2.0,1.8,Dormitory,4438.0,12.0,Moderate,3.1
398,11.5,4.5,3.5,2.0,2.5,Dormitory,9845.0,10.5,Moderate,3.76
399,12.1,6.0,0.5,2.1,3.3,Dormitory,2016.0,10.7,High,3.37
400,4.6,3.8,5.3,10.3,0.0,With Family,6286.0,5.2,Low,2.83
401,3.6,3.9,7.5,7.4,1.6,Dormitory,7348.0,20.5,High,2.33
402,2.1,3.7,4.0,11.8,2.4,With Family,7517.0,62.8,Moderate,3.06
403,3.3,4.4,3.1,12.5,0.7,With Family,2979.0,67.7,Moderate,2.94
404,9.5,5.8,4.2,4.4,0.1,With Family,3303.0,45.5,High,3.1
405,1.2,3.5,1.5,16.2,1.6,Dormitory,3783.0,3.7,Low,2.27
406,1.9,3.1,4.8,10.9,3.3,Dormitory,7406.0,33.9,Moderate,2.47
407,9.2,4.3,4.6,5.2,0.7,Dormitory,4247.0,11.4,Low,2.79
408,8.1,7.0,3.3,2.9,2.7,With Family,4270.0,91.4,Moderate,3.63
409,9.2,3.1,6.7,2.8,2.2,Dormitory,7540.0,37.8,High,2.87
410,5.0,4.8,6.0,7.2,1.0,Dormitory,6648.0,8.2,Low,2.48
411,4.2,4.8,4.6,6.5,3.9,Dormitory,7069.0,66.6,Low,3.4
412,4.5,5.2,5.4,5.4,3.5,Dormitory,5595.0,10.6,High,2.48
413,10.0,5.0,4.9,2.0,2.1,Dormitory,8675.0,76.2,Low,4.0
414,7.8,5.5,1.1,6.0,3.6,With Family,9035.0,33.7,High,4.0
415,11.8,5.0,2.3,1.3,3.6,Dormitory,3265.0,33.4,Moderate,3.3
416,4.6,8.7,4.9,2.1,3.7,With Family,5092.0,81.6,High,3.62
417,10.7,3.9,6.1,2.0,1.3,Dormitory,5999.0,38.0,Moderate,3.18
418,9.7,8.7,3.0,1.1,1.5,Dormitory,4619.0,26.0,Moderate,3.09
419,8.8,6.9,4.5,2.0,1.8,Dormitory,7301.0,93.0,Moderate,4.0
420,9.5,8.0,2.0,2.0,2.5,Dormitory,5463.0,16.1,High,3.4
421,6.7,8.3,5.2,2.0,1.8,With Family,4766.0,90.0,High,3.56
422,5.6,4.6,5.8,7.7,0.3,Dormitory,2963.0,65.3,Low,2.55
423,1.9,5.0,6.4,7.2,3.5,With Family,9891.0,48.4,Low,3.64
424,4.3,10.0,4.0,1.9,3.8,Dormitory,5117.0,10.2,High,2.98
425,9.5,8.2,2.1,3.5,0.7,With Family,3023.0,17.8,High,2.95
426,10.8,7.1,1.7,2.0,2.4,Dormitory,7730.0,89.9,High,4.0
427,9.1,4.7,5.3,2.0,2.9,Dormitory,5135.0,71.0,Moderate,3.47
428,6.4,6.8,0.3,7.2,3.3,Dormitory,6049.0,24.2,Low,3.32
429,11.1,4.9,3.3,1.9,2.8,With Family,3656.0,23.0,Low,3.76
430,4.2,6.7,0.8,9.1,3.2,With Family,2490.0,89.2,Moderate,3.38
431,8.1,7.5,3.5,2.0,2.9,With Family,2137.0,97.7,High,3.61
432,11.8,3.5,3.0,1.8,3.9,Dormitory,2628.0,97.9,Moderate,3.52
433,9.0,8.9,1.4,4.4,0.3,With Family,2926.0,29.8,High,3.11
434,11.4,4.4,4.6,2.0,1.6,Dormitory,8488.0,74.6,Moderate,3.78
435,7.6,6.4,6.7,2.4,0.9,With Family,6991.0,60.9,Low,3.76
436,3.2,8.9,3.7,5.7,2.5,Dormitory,9235.0,98.9,High,3.47
437,9.9,5.2,4.9,2.1,1.9,Dormitory,7079.0,34.3,High,3.2
438,4.9,3.0,4.5,11.0,0.6,Dormitory,8744.0,57.6,Low,3.36
439,6.9,8.5,5.0,1.7,1.9,With Family,5141.0,90.9,High,3.42
440,2.8,7.2,7.3,3.7,3.0,Dormitory,9923.0,36.7,Moderate,2.92
441,9.2,8.2,2.3,4.3,0.0,Dormitory,8550.0,81.6,High,3.76
442,10.9,6.2,3.3,2.0,1.6,With Family,2674.0,84.3,Low,3.87
443,12.4,7.9,0.2,2.0,1.5,Dormitory,6441.0,60.7,Moderate,4.0
444,1.8,6.2,6.9,5.2,3.9,With Family,7876.0,50.3,Moderate,3.08
445,4.7,6.3,1.5,10.1,1.4,Dormitory,5190.0,42.5,High,3.0
446,8.6,4.7,6.8,2.0,1.9,Dormitory,4377.0,41.5,Low,2.98
447,7.5,9.4,3.6,1.7,1.8,With Family,2046.0,16.1,High,2.72
448,4.0,6.2,5.1,7.5,1.2,With Family,1933.0,30.3,Low,2.73
449,7.2,6.3,2.1,6.7,1.7,Dormitory,5890.0,19.7,Moderate,3.23
450,10.4,3.5,2.0,4.9,3.2,With Family,4360.0,63.5,Low,3.98
451,5.5,3.8,1.5,9.7,3.5,Dormitory,3588.0,94.8,High,3.09
452,4.9,8.3,4.4,4.8,1.6,With Family,3792.0,27.2,High,2.63
453,6.8,5.7,5.9,2.7,2.9,With Family,1537.0,63.9,Moderate,3.18
454,6.8,7.2,2.0,5.6,2.4,Dormitory,7818.0,35.4,Moderate,3.27
455,4.4,3.7,3.3,12.1,0.5,Dormitory,6569.0,39.7,Moderate,2.78
456,10.8,2.9,6.4,1.9,2.0,Dormitory,2003.0,16.9,Low,2.59
457,10.7,5.8,3.2,2.1,2.2,Dormitory,6939.0,69.6,Moderate,3.75
458,10.1,5.1,4.8,2.0,2.0,Dormitory,5640.0,58.5,High,3.41
459,7.6,6.1,3.5,4.6,2.2,Dormitory,4618.0,53.9,High,3.09
460,9.3,5.6,5.1,2.1,1.9,Dormitory,8161.0,96.8,High,3.99
461,6.9,6.7,0.2,8.0,2.2,With Family,2267.0,90.5,Low,3.79
462,6.1,4.2,2.7,9.3,1.7,With Family,5070.0,43.6,High,2.83
463,8.7,3.7,7.1,2.5,2.0,With Family,4498.0,9.5,Moderate,2.67
464,9.4,8.5,4.7,1.3,0.1,With Family,5522.0,18.6,Low,3.38
465,2.6,9.8,4.3,6.1,1.2,Dormitory,2689.0,74.7,Low,2.83
466,12.1,5.8,3.8,2.0,0.3,Dormitory,9931.0,48.4,Low,4.0
467,3.7,4.1,5.9,9.0,1.3,Dormitory,6372.0,19.8,Low,2.37
468,11.2,8.2,0.9,2.0,1.7,Dormitory,6145.0,45.5,Low,4.0
469,12.8,5.6,1.6,2.5,1.5,With Family,1659.0,82.9,Low,4.0
470,7.0,8.4,4.7,3.4,0.5,With Family,7059.0,91.7,High,3.73
471,9.6,4.6,1.7,5.8,2.3,With Family,4105.0,2.1,High,3.01
472,6.4,7.0,5.9,2.0,2.7,With Family,1560.0,63.9,High,3.24
473,8.3,7.7,6.2,1.2,0.6,Dormitory,6742.0,61.9,Low,3.44
474,8.9,7.7,1.7,2.6,3.1,Dormitory,7179.0,38.9,Moderate,3.53
475,4.8,9.9,3.2,4.3,1.8,Dormitory,8162.0,90.6,High,3.72
476,11.0,6.1,0.2,4.1,2.6,Dormitory,3052.0,84.1,Moderate,3.59
477,10.6,3.9,6.3,2.0,1.2,With Family,9564.0,92.5,High,3.91
478,9.3,4.8,5.9,2.0,2.0,With Family,7631.0,35.0,Moderate,3.68
479,9.3,6.4,4.7,1.9,1.7,Dormitory,5240.0,45.7,Low,3.47
480,7.0,8.7,3.1,2.0,3.2,With Family,7794.0,88.1,Low,4.0
481,7.7,7.2,5.0,2.0,2.1,With Family,2959.0,48.9,Low,3.28
482,1.6,7.4,7.7,3.9,3.4,Dormitory,5841.0,80.4,High,2.7
483,8.2,8.1,5.1,1.9,0.7,With Family,9911.0,57.4,Low,4.0
484,4.8,8.9,7.2,1.7,1.4,Dormitory,8327.0,44.2,High,2.81
485,10.0,4.9,5.0,1.9,2.2,Dormitory,9126.0,46.4,Low,3.73
486,12.2,3.8,1.9,5.8,0.3,Dormitory,9145.0,79.9,Moderate,3.82
487,11.1,5.4,5.0,2.0,0.5,With Family,4129.0,60.2,Moderate,3.66
488,8.5,8.0,3.4,2.0,2.1,With Family,7142.0,23.9,Low,3.93
489,7.7,3.5,7.7,1.6,3.5,Dormitory,5825.0,26.7,Low,2.88
490,5.6,3.7,5.6,6.8,2.3,With Family,8698.0,71.9,Moderate,3.71
491,3.1,4.5,2.1,11.6,2.7,Dormitory,5200.0,78.3,Low,3.08
492,8.4,5.3,2.0,5.7,2.6,With Family,9703.0,3.4,High,3.69
493,2.2,7.2,0.7,13.3,0.6,With Family,9669.0,56.7,Low,3.58
494,3.1,7.9,3.0,7.7,2.3,With Family,3955.0,73.8,High,3.01
495,7.3,6.5,5.2,5.0,0.0,With Family,6062.0,89.6,Low,3.86
496,9.8,5.6,1.7,4.0,2.9,Dormitory,4403.0,20.9,High,3.06
497,10.3,6.2,3.7,2.0,1.8,Dormitory,8964.0,12.4,Moderate,3.82
498,5.6,5.0,2.7,7.5,3.2,Dormitory,5209.0,66.5,Moderate,3.33
499,3.1,10.0,1.3,6.8,2.8,With Family,1879.0,73.6,Low,3.35
500,9.0,6.9,4.8,2.0,1.3,Dormitory,8518.0,31.7,High,3.52
501,8.6,6.8,4.1,2.0,2.5,Dormitory,8293.0,2.1,High,3.3
502,7.5,6.2,5.7,2.0,2.6,With Family,8760.0,92.6,Low,4.0
503,9.7,5.7,1.7,3.8,3.1,Dormitory,4025.0,81.7,Moderate,3.66
504,7.3,7.5,4.5,2.0,2.7,Dormitory,2705.0,85.1,Moderate,3.34
505,8.9,7.0,4.7,2.1,1.3,Dormitory,2981.0,89.8,High,3.33
506,12.4,8.3,0.8,2.0,0.5,With Family,7416.0,96.6,High,4.0
507,7.7,7.7,3.8,2.1,2.7,Dormitory,5142.0,54.2,High,3.34
508,8.1,6.5,4.6,3.1,1.7,With Family,4129.0,23.5,High,2.81
509,4.4,4.1,6.1,5.6,3.8,With Family,3028.0,92.7,High,3.13
510,11.1,4.7,3.7,2.0,2.5,With Family,2709.0,32.8,Low,3.53
511,10.2,7.2,3.7,2.0,0.9,Dormitory,6443.0,85.7,High,3.81
512,6.9,8.8,3.6,3.0,1.7,With Family,5467.0,60.1,High,3.53
513,11.2,7.1,1.5,3.9,0.3,With Family,7294.0,10.8,High,3.64
514,1.0,10.0,0.5,12.1,0.4,With Family,5942.0,99.5,Moderate,3.49
515,1.5,7.1,2.5,10.7,2.2,Dormitory,6421.0,49.4,High,3.01
516,6.8,4.5,3.6,7.0,2.1,Dormitory,7388.0,57.5,Low,3.58
517,8.3,3.5,0.9,8.6,2.7,Dormitory,1581.0,28.4,Low,2.79
518,11.8,6.1,0.9,3.9,1.3,With Family,4273.0,35.8,Low,4.0
519,8.7,8.6,1.7,4.5,0.5,Dormitory,3466.0,0.8,Moderate,2.88
520,11.5,3.5,0.1,5.2,3.7,Dormitory,4851.0,25.9,Moderate,3.42
521,8.6,6.1,6.9,2.0,0.4,Dormitory,9967.0,1.2,High,2.74
522,8.7,8.0,2.2,2.0,3.1,Dormitory,6377.0,96.6,Moderate,4.0
523,7.1,3.0,7.4,6.0,0.5,With Family,2017.0,72.6,Low,2.69
524,10.0,5.6,6.1,2.0,0.3,With Family,7463.0,83.0,High,3.65
525,9.9,3.4,5.8,1.9,3.0,Dormitory,6047.0,92.0,Moderate,3.78
526,3.4,7.8,6.6,3.8,2.4,Dormitory,1599.0,13.9,Moderate,2.34
527,8.9,6.5,4.8,2.0,1.8,With Family,6834.0,0.8,Moderate,3.8
528,12.3,7.1,1.3,2.1,1.2,Dormitory,4679.0,16.8,Low,3.8
529,3.9,8.8,6.2,2.5,2.6,Dormitory,5532.0,23.7,Low,2.88
530,10.3,9.4,0.8,2.0,1.5,Dormitory,7887.0,1.0,High,3.35
531,9.8,5.2,3.8,2.4,2.8,Dormitory,3628.0,27.7,Low,3.21
532,4.0,5.5,3.6,8.4,2.5,With Family,8952.0,42.4,Low,3.43
533,10.9,4.1,1.5,3.8,3.7,With Family,9654.0,32.3,Moderate,4.0
534,6.2,5.2,1.9,6.9,3.8,Dormitory,5262.0,47.8,Low,3.51
535,3.5,6.7,2.3,10.3,1.2,With Family,4837.0,89.6,High,3.18
536,3.5,3.7,1.8,11.6,3.4,With Family,2848.0,83.7,Moderate,3.35
537,5.6,4.4,3.0,8.4,2.6,With Family,9621.0,65.8,Moderate,3.98
538,1.7,7.2,7.5,7.5,0.1,Dormitory,9606.0,39.9,High,2.52
539,10.7,6.3,2.0,3.6,1.4,With Family,9143.0,64.6,Low,4.0
540,7.1,3.2,4.4,7.5,1.8,Dormitory,8223.0,20.3,Low,3.13
541,3.1,8.3,1.8,9.2,1.6,Dormitory,3400.0,75.1,Low,3.03
542,2.9,8.4,1.9,8.0,2.8,Dormitory,2764.0,51.6,Moderate,3.03
543,1.6,5.1,2.4,11.2,3.7,Dormitory,2582.0,52.8,Moderate,2.44
544,2.0,4.9,3.0,11.8,2.3,With Family,5765.0,73.7,Low,3.2
545,4.0,5.7,1.4,12.6,0.3,With Family,3898.0,24.7,Low,2.9
546,6.7,3.4,4.4,9.5,0.0,With Family,8168.0,90.7,Low,3.92
547,6.0,6.2,2.4,9.1,0.3,Dormitory,2094.0,39.3,High,2.44
548,10.4,8.2,3.0,1.2,1.2,With Family,2060.0,79.0,Low,3.9
549,9.8,5.8,0.5,7.0,0.9,With Family,9068.0,34.8,Moderate,4.0
550,10.2,6.8,4.2,2.0,0.8,Dormitory,8121.0,37.4,High,3.36
551,8.2,7.3,4.6,3.2,0.7,Dormitory,7622.0,45.4,High,3.11
552,4.3,9.7,2.5,7.2,0.3,Dormitory,6285.0,84.0,Low,3.41
553,6.6,8.5,6.9,1.3,0.7,With Family,5106.0,67.1,High,3.24
554,7.4,7.6,5.1,2.7,1.2,With Family,4555.0,46.2,High,3.21
555,4.9,7.6,2.1,7.8,1.6,Dormitory,6438.0,15.1,Low,2.97
556,7.1,6.2,4.0,6.4,0.3,Dormitory,7900.0,11.2,Low,3.01
557,10.2,7.6,0.5,1.9,3.8,Dormitory,7196.0,75.2,High,4.0
558,11.2,3.9,4.1,3.7,1.1,With Family,2937.0,13.4,Moderate,2.81
559,8.9,5.6,5.5,2.0,2.0,Dormitory,9828.0,45.9,High,3.55
560,10.0,7.3,3.4,2.0,1.3,Dormitory,8357.0,70.2,High,4.0
561,6.5,7.4,6.7,2.0,1.4,With Family,8269.0,32.0,Low,3.61
562,11.9,3.5,5.5,3.0,0.1,Dormitory,5401.0,78.3,Low,3.49
563,11.1,5.6,2.9,2.1,2.3,Dormitory,5371.0,74.5,Moderate,3.88
564,11.0,5.1,0.1,5.9,1.9,Dormitory,9216.0,37.3,High,3.71
565,10.2,3.7,6.6,2.0,1.5,With Family,3940.0,96.5,Moderate,3.42
566,9.2,8.2,5.0,1.5,0.1,With Family,9569.0,53.3,High,3.59
567,9.1,4.2,1.3,7.7,1.7,Dormitory,8739.0,60.8,Moderate,3.87
568,6.4,3.4,4.2,9.3,0.7,With Family,2574.0,85.5,High,2.85
569,6.7,9.8,3.3,2.6,1.6,Dormitory,5855.0,96.2,Moderate,3.68
570,10.4,3.7,4.2,2.0,3.7,With Family,3940.0,76.8,High,3.52
571,7.5,4.2,4.1,7.0,1.2,With Family,7058.0,53.1,Low,3.37
572,6.9,4.0,0.4,8.8,3.9,Dormitory,9542.0,44.8,Moderate,3.78
573,7.6,3.5,2.8,8.5,1.6,Dormitory,2047.0,93.5,Moderate,3.24
574,7.9,6.1,7.0,2.1,0.9,Dormitory,3535.0,26.6,Low,2.65
575,6.3,6.4,5.9,2.1,3.3,Dormitory,7686.0,6.2,Moderate,3.11
576,5.7,3.2,6.3,8.8,0.0,Dormitory,9899.0,41.4,Low,3.25
577,9.0,3.4,4.9,4.8,1.9,Dormitory,3444.0,15.5,Moderate,2.45
578,7.2,9.6,3.3,2.7,1.2,With Family,7983.0,28.3,High,3.64
579,13.3,5.4,2.8,2.0,0.5,With Family,9612.0,8.7,Low,4.0
580,10.5,7.8,4.1,1.0,0.6,Dormitory,3089.0,27.6,Low,2.98
581,6.4,5.8,5.5,5.9,0.4,With Family,1661.0,4.1,Low,2.32
582,7.6,7.6,3.3,1.9,3.6,With Family,5448.0,42.6,High,3.72
583,3.8,9.3,7.6,2.7,0.6,Dormitory,4251.0,62.0,Moderate,2.71
584,1.8,4.8,7.9,5.8,3.7,With Family,2087.0,56.1,Low,2.49
585,8.4,6.4,6.7,1.9,0.6,With Family,8772.0,96.1,Moderate,4.0
586,10.3,3.5,1.9,5.3,3.0,With Family,3454.0,12.3,Low,3.51
587,6.3,9.5,1.1,6.1,1.0,Dormitory,3985.0,82.0,High,3.28
588,5.2,8.4,1.1,8.0,1.3,Dormitory,2575.0,5.2,Moderate,2.65
589,10.0,6.3,4.6,2.1,1.0,Dormitory,8990.0,90.7,Low,4.0
590,6.3,4.5,3.6,6.0,3.6,Dormitory,8100.0,68.3,Low,3.78
591,3.8,4.2,5.0,7.6,3.4,Dormitory,3452.0,11.1,High,2.12
592,3.3,6.8,1.3,12.5,0.1,Dormitory,4889.0,58.0,Low,2.94
593,13.7,4.5,1.5,1.7,2.6,Dormitory,8936.0,7.7,High,3.59
594,5.5,7.9,4.1,6.3,0.2,With Family,3385.0,35.8,Moderate,2.8
595,12.2,3.7,4.2,2.0,1.9,Dormitory,8919.0,33.9,Low,3.8
596,2.4,4.5,1.2,14.5,1.4,With Family,2061.0,65.1,Moderate,2.95
597,8.6,5.6,5.1,2.0,2.7,With Family,5980.0,48.5,Moderate,3.73
598,7.5,7.5,3.9,1.2,3.9,Dormitory,7831.0,68.7,High,3.62
599,3.3,3.8,3.9,10.6,2.4,Dormitory,1622.0,34.3,High,2.18
600,3.4,6.6,6.1,6.0,1.9,Dormitory,7972.0,82.4,Low,3.44
601,10.7,5.7,2.8,1.9,2.9,Dormitory,9195.0,38.7,Low,4.0
602,2.8,5.2,8.0,4.1,3.9,With Family,2468.0,17.5,Low,2.7
603,8.2,5.0,6.6,2.0,2.2,Dormitory,5637.0,37.4,Low,3.17
604,4.7,8.9,5.9,1.9,2.6,With Family,3022.0,17.2,High,2.85
605,7.2,5.6,0.6,8.2,2.4,With Family,4458.0,17.6,High,3.07
606,8.8,4.0,1.5,7.5,2.2,Dormitory,6808.0,11.5,Low,3.47
607,6.3,4.0,4.3,9.2,0.2,With Family,9758.0,96.7,High,3.61
608,5.3,9.4,2.4,3.7,3.2,With Family,9409.0,45.3,High,3.72
609,2.4,3.1,0.5,15.3,2.7,With Family,2754.0,62.9,Moderate,2.86
610,5.4,5.5,6.1,5.5,1.5,Dormitory,4934.0,11.7,Low,2.59
611,3.2,5.5,3.7,10.4,1.2,With Family,4818.0,49.3,Moderate,2.88
612,3.4,4.4,6.8,9.0,0.4,With Family,2442.0,30.8,Low,2.44
613,3.4,7.0,7.3,6.2,0.1,With Family,6176.0,21.3,High,2.29
614,6.9,7.4,2.7,6.2,0.8,With Family,3537.0,17.9,Low,2.99
615,3.3,7.2,6.7,5.8,1.0,With Family,6588.0,24.1,High,2.61
616,6.5,7.2,5.5,1.9,2.9,With Family,6105.0,74.4,Moderate,4.0
617,7.9,3.9,6.7,2.0,3.5,Dormitory,8483.0,66.9,Low,3.69
618,7.5,7.5,3.7,1.9,3.4,Dormitory,3585.0,78.4,Moderate,3.5
619,7.8,7.6,2.4,5.2,1.0,With Family,8392.0,40.6,Low,3.85
620,5.4,5.6,3.1,7.2,2.7,Dormitory,5535.0,54.7,Moderate,3.02
621,1.5,4.4,2.9,12.0,3.2,Dormitory,5789.0,56.8,Moderate,2.65
622,7.4,8.9,3.8,2.0,1.9,Dormitory,7839.0,63.7,Low,3.86
623,12.3,3.8,4.8,1.1,2.0,With Family,5846.0,85.5,Low,4.0
624,5.1,4.6,3.6,9.1,1.6,With Family,8789.0,27.2,Moderate,3.27
625,3.8,6.1,1.6,9.7,2.8,With Family,4899.0,16.9,High,3.04
626,5.4,4.9,6.7,3.3,3.7,Dormitory,4995.0,93.0,High,2.87
627,4.2,7.8,1.7,6.9,3.4,Dormitory,7390.0,76.7,High,3.62
628,11.8,7.4,1.3,1.2,2.3,With Family,2910.0,66.4,Low,4.0
629,1.8,5.0,1.7,12.5,3.0,With Family,9044.0,76.9,Low,3.65
630,4.5,7.8,2.7,7.4,1.6,Dormitory,9800.0,36.5,Low,3.36
631,11.0,6.4,2.4,2.0,2.2,Dormitory,5285.0,81.9,Moderate,3.76
632,1.2,8.3,6.1,6.4,2.0,With Family,8590.0,36.8,High,3.1
633,10.7,5.1,5.6,2.0,0.6,Dormitory,6684.0,59.7,High,3.34
634,3.1,5.9,4.5,6.7,3.8,Dormitory,2036.0,62.2,Low,2.75
635,8.3,4.1,4.5,3.2,3.9,Dormitory,4727.0,46.2,Low,3.22
636,10.0,5.3,5.3,2.0,1.4,Dormitory,5526.0,56.4,Low,3.7
637,5.3,5.7,5.0,6.5,1.5,With Family,2696.0,71.2,High,2.84
638,8.7,7.2,6.5,1.5,0.1,With Family,6604.0,40.1,High,2.95
